Wavelength (nm)	U	B	V	R	I
887.5	0.000009	0.000002	-0.000012	0.002359	0.914923
888.0	0.000021	0.000013	0.000017	0.002362	0.913742
888.5	0.000003	-0.000022	-0.000003	0.002264	0.908497
889.0	0.000007	-0.000006	-0.000006	0.002267	0.910289
889.5	-0.000007	0.000001	-0.000022	0.002252	0.908799
890.0	-0.000011	0.000003	0.000016	0.002215	0.906347
890.5	-0.000013	-0.000001	-0.000002	0.002193	0.909983
891.0	0.000008	-0.000017	0.000001	0.002125	0.909220
891.5	0.000001	0.000001	-0.000012	0.002120	0.907956
892.0	-0.000001	0.000005	-0.000013	0.002070	0.906975
892.5	-0.000010	-0.000008	0.000028	0.001932	0.908745
893.0	-0.000011	-0.000010	0.000002	0.001935	0.907638
893.5	-0.000013	-0.000014	0.000014	0.001860	0.906134
894.0	0.000017	-0.000013	0.000012	0.001946	0.905667
894.5	-0.000045	-0.000011	-0.000010	0.001879	0.903679
895.0	0.000015	-0.000027	-0.000031	0.001870	0.900319
895.5	0.000004	-0.000015	0.000016	0.001814	0.902931
896.0	-0.000024	-0.000025	-0.000029	0.001730	0.900238
896.5	-0.000011	-0.000020	0.000033	0.001878	0.898286
897.0	0.000009	0.000001	0.000030	0.001731	0.904462
897.5	-0.000012	-0.000031	0.000013	0.001676	0.903264
898.0	0.000011	0.000010	0.000001	0.001581	0.901505
898.5	0.000004	0.000012	-0.000002	0.001622	0.898283
899.0	-0.000003	-0.000014	-0.000003	0.001664	0.901477
899.5	-0.000047	-0.000033	-0.000023	0.001498	0.903314
900.0	-0.000074	-0.000045	-0.000055	0.001503	0.902538
900.5	-0.000071	-0.000028	-0.000054	0.001462	0.901942
901.0	-0.000054	-0.000047	-0.000004	0.001413	0.901350
901.5	-0.000089	-0.000009	-0.000013	0.001403	0.900902
902.0	-0.000073	-0.000044	-0.000067	0.001358	0.900443
902.5	-0.000076	-0.000026	-0.000030	0.001360	0.899613
903.0	-0.000030	-0.000013	0.000032	0.001360	0.899135
903.5	-0.000076	-0.000057	-0.000048	0.001290	0.898553
904.0	-0.000082	-0.000033	-0.000046	0.001261	0.897706
904.5	-0.000095	-0.000038	0.000010	0.001274	0.897370
905.0	-0.000066	-0.000018	-0.000017	0.001190	0.896716
905.5	-0.000056	-0.000026	-0.000015	0.001183	0.896074
906.0	-0.000051	-0.000065	-0.000039	0.001197	0.895404
906.5	-0.000057	-0.000062	-0.000028	0.001210	0.894857
907.0	-0.000093	-0.000076	-0.000028	0.001105	0.894246
907.5	-0.000073	-0.000017	-0.000013	0.001105	0.893714
908.0	-0.000056	0.000018	-0.000038	0.001107	0.892834
908.5	-0.000096	-0.000024	-0.000049	0.001052	0.892221
909.0	-0.000074	-0.000033	-0.000051	0.001052	0.891737
909.5	-0.000032	-0.000041	-0.000062	0.001059	0.891110
910.0	-0.000084	-0.000054	-0.000046	0.001051	0.890465
910.5	-0.000074	-0.000047	-0.000017	0.000985	0.889825
911.0	-0.000069	-0.000076	-0.000028	0.000988	0.889220
911.5	-0.000059	-0.000043	-0.000063	0.000962	0.888566
912.0	-0.000035	-0.000051	-0.000070	0.000928	0.887856
912.5	-0.000070	-0.000056	-0.000048	0.000938	0.887220
913.0	-0.000056	-0.000021	-0.000032	0.000912	0.886397
913.5	-0.000048	-0.000056	-0.000046	0.000883	0.885697
914.0	-0.000068	-0.000041	-0.000073	0.000869	0.885159
914.5	-0.000074	-0.000036	-0.000040	0.000865	0.884625
915.0	-0.000078	-0.000034	-0.000010	0.000859	0.883723
915.5	-0.000046	-0.000060	-0.000049	0.000840	0.883168
916.0	-0.000057	-0.000032	-0.000038	0.000852	0.882498
916.5	-0.000099	-0.000032	-0.000032	0.000775	0.881734
917.0	-0.000077	-0.000034	-0.000047	0.000744	0.881033
917.5	-0.000072	-0.000040	-0.000053	0.000761	0.880261
918.0	-0.000051	-0.000056	-0.000028	0.000803	0.879527
918.5	-0.000061	-0.000047	-0.000021	0.000730	0.878858
919.0	-0.000054	-0.000045	-0.000072	0.000713	0.878168
919.5	-0.000051	-0.000044	-0.000035	0.000725	0.877556
920.0	-0.000103	-0.000035	-0.000025	0.000715	0.876915
920.5	-0.000060	-0.000009	-0.000067	0.000705	0.875985
921.0	-0.000070	-0.000048	-0.000049	0.000646	0.875326
921.5	-0.000072	-0.000058	-0.000013	0.000687	0.874608
922.0	-0.000083	-0.000036	-0.000022	0.000690	0.873833
922.5	-0.000050	-0.000054	-0.000028	0.000644	0.873096
923.0	-0.000043	-0.000029	-0.000026	0.000640	0.872442
923.5	-0.000077	-0.000048	-0.000017	0.000580	0.871757
924.0	-0.000098	-0.000059	-0.000060	0.000609	0.870929
924.5	-0.000032	-0.000079	-0.000029	0.000618	0.870103
925.0	-0.000054	-0.000003	-0.000018	0.000570	0.869403
925.5	-0.000092	-0.000035	0.000007	0.000541	0.868639
926.0	-0.000051	-0.000054	-0.000061	0.000528	0.867863
926.5	-0.000043	-0.000013	-0.000091	0.000559	0.867058
927.0	-0.000071	-0.000007	-0.000055	0.000551	0.866361
927.5	-0.000069	-0.000089	-0.000006	0.000474	0.865492
928.0	-0.000068	-0.000017	-0.000042	0.000515	0.864684
928.5	-0.000088	-0.000027	-0.000118	0.000529	0.863946
929.0	-0.000025	-0.000044	0.000000	0.000499	0.863236
929.5	-0.000081	-0.000042	-0.000031	0.000465	0.862336
930.0	-0.000079	-0.000034	-0.000053	0.000496	0.861600
930.5	-0.000078	-0.000010	-0.000010	0.000463	0.860679
931.0	-0.000055	-0.000017	-0.000087	0.000443	0.859868
931.5	-0.000057	-0.000042	-0.000046	0.000414	0.859127
932.0	-0.000071	-0.000089	-0.000014	0.000468	0.858243
932.5	-0.000089	-0.000088	-0.000008	0.000443	0.857519
933.0	-0.000060	-0.000043	-0.000051	0.000409	0.856632
933.5	-0.000061	-0.000052	-0.000049	0.000419	0.855891
934.0	-0.000074	-0.000022	-0.000005	0.000399	0.854944
934.5	-0.000053	-0.000061	-0.000033	0.000408	0.854157
935.0	-0.000052	-0.000027	-0.000084	0.000448	0.853256
935.5	-0.000058	-0.000006	-0.000054	0.000413	0.852390
936.0	-0.000065	0.000000	-0.000046	0.000350	0.851518
936.5	-0.000094	-0.000040	-0.000005	0.000375	0.850656
937.0	-0.000016	-0.000022	-0.000022	0.000379	0.849680
937.5	-0.000106	-0.000050	-0.000071	0.000347	0.848974
938.0	-0.000072	-0.000026	-0.000068	0.000311	0.847980
938.5	-0.000039	-0.000012	-0.000046	0.000342	0.847065
939.0	-0.000077	-0.000050	-0.000007	0.000339	0.846226
939.5	-0.000069	-0.000075	-0.000043	0.000317	0.845287
940.0	-0.000076	-0.000063	-0.000058	0.000337	0.844459
940.5	-0.000074	-0.000011	-0.000051	0.000301	0.843371
941.0	-0.000052	-0.000044	-0.000051	0.000288	0.842585
941.5	-0.000049	-0.000090	-0.000023	0.000300	0.841662
942.0	-0.000050	-0.000077	-0.000053	0.000342	0.840693
942.5	-0.000078	-0.000041	-0.000047	0.000284	0.839711
943.0	-0.000078	-0.000061	-0.000025	0.000299	0.838853
943.5	-0.000046	-0.000008	-0.000042	0.000283	0.837814
944.0	-0.000084	-0.000015	-0.000035	0.000289	0.836959
944.5	-0.000106	-0.000064	-0.000031	0.000300	0.836094
945.0	-0.000054	-0.000048	-0.000077	0.000236	0.835029
945.5	-0.000027	-0.000014	-0.000064	0.000280	0.834114
946.0	-0.000032	-0.000014	-0.000027	0.000273	0.833079
946.5	-0.000113	-0.000037	-0.000028	0.000207	0.832074
947.0	-0.000057	-0.000068	-0.000071	0.000216	0.831058
947.5	-0.000003	-0.000010	-0.000022	0.000262	0.830007
948.0	-0.000065	-0.000075	-0.000071	0.000226	0.829073
948.5	-0.000123	-0.000031	-0.000011	0.000231	0.828126
949.0	-0.000083	-0.000041	-0.000042	0.000243	0.827005
949.5	-0.000031	-0.000021	-0.000075	0.000197	0.825902
950.0	-0.000087	-0.000038	-0.000002	0.000242	0.824915
950.5	-0.000086	-0.000043	-0.000079	0.000215	0.823889
951.0	-0.000091	-0.000066	-0.000049	0.000194	0.822970
951.5	-0.000066	-0.000024	-0.000055	0.000192	0.821823
952.0	-0.000114	-0.000017	-0.000028	0.000172	0.820767
952.5	-0.000069	-0.000082	-0.000042	0.000210	0.819621
953.0	-0.000022	-0.000048	-0.000061	0.000163	0.818581
953.5	-0.000047	-0.000055	-0.000067	0.000158	0.817555
954.0	-0.000076	0.000005	-0.000039	0.000186	0.816470
954.5	-0.000079	-0.000050	-0.000028	0.000163	0.815487
955.0	-0.000045	-0.000075	-0.000053	0.000158	0.814295
955.5	-0.000056	-0.000024	-0.000051	0.000172	0.813056
956.0	-0.000093	-0.000070	-0.000041	0.000147	0.812014
956.5	-0.000089	-0.000064	-0.000018	0.000146	0.810828
957.0	-0.000036	-0.000056	-0.000054	0.000159	0.809772
957.5	-0.000075	-0.000013	-0.000060	0.000173	0.808620
958.0	-0.000087	-0.000049	-0.000044	0.000115	0.807550
958.5	-0.000032	-0.000024	-0.000056	0.000116	0.806335
959.0	-0.000057	-0.000065	-0.000051	0.000133	0.805136
959.5	-0.000081	-0.000051	-0.000050	0.000150	0.804091
960.0	-0.000069	-0.000050	-0.000055	0.000135	0.802929
960.5	-0.000073	-0.000043	0.000003	0.000078	0.801875
961.0	-0.000036	-0.000040	0.000001	0.000146	0.800660
961.5	-0.000076	-0.000051	-0.000066	0.000123	0.799298
962.0	-0.000060	-0.000044	-0.000052	0.000114	0.798069
962.5	-0.000080	-0.000063	-0.000029	0.000056	0.796934
963.0	-0.000054	-0.000044	-0.000035	0.000147	0.795708
963.5	-0.000057	-0.000087	-0.000043	0.000151	0.794712
964.0	-0.000040	-0.000063	-0.000048	0.000114	0.793357
964.5	-0.000059	-0.000034	-0.000016	0.000068	0.792160
965.0	-0.000094	-0.000026	-0.000017	0.000123	0.791029
965.5	-0.000078	-0.000063	-0.000050	0.000072	0.789529
966.0	-0.000063	-0.000031	-0.000054	0.000085	0.788413
966.5	-0.000048	-0.000033	-0.000052	0.000105	0.787239
967.0	-0.000084	-0.000021	-0.000039	0.000081	0.786047
967.5	-0.000108	-0.000059	-0.000100	0.000097	0.784703
968.0	-0.000041	-0.000015	-0.000040	0.000067	0.783441
968.5	-0.000057	-0.000018	-0.000034	0.000092	0.782060
969.0	-0.000081	-0.000059	-0.000057	0.000065	0.780775
969.5	-0.000074	-0.000018	-0.000069	0.000062	0.779540
970.0	-0.000049	-0.000089	-0.000035	0.000097	0.778222
970.5	-0.000066	-0.000065	-0.000055	0.000074	0.776976
971.0	-0.000107	-0.000061	-0.000070	0.000069	0.775578
971.5	-0.000065	-0.000013	-0.000021	0.000036	0.774199
972.0	-0.000039	-0.000047	-0.000032	0.000092	0.772830
972.5	-0.000100	-0.000083	-0.000053	0.000082	0.771612
973.0	-0.000066	-0.000011	-0.000043	0.000047	0.770261
973.5	-0.000063	-0.000043	-0.000015	0.000057	0.768849
974.0	-0.000090	-0.000065	-0.000029	0.000067	0.767566
974.5	-0.000100	-0.000022	-0.000072	0.000033	0.766107
975.0	-0.000074	-0.000047	-0.000060	0.000058	0.764558
975.5	-0.000085	-0.000053	-0.000037	0.000059	0.763270
976.0	-0.000095	-0.000016	-0.000073	0.000025	0.761926
976.5	-0.000074	-0.000008	-0.000054	0.000024	0.760466
977.0	-0.000083	-0.000068	-0.000011	0.000041	0.759039
977.5	-0.000116	-0.000085	-0.000051	0.000075	0.757543
978.0	-0.000048	-0.000027	-0.000073	0.000038	0.756149
978.5	-0.000043	-0.000043	-0.000035	0.000016	0.754559
979.0	-0.000107	-0.000049	-0.000009	0.000031	0.753297
979.5	-0.000069	-0.000025	-0.000081	0.000013	0.751756
980.0	-0.000046	-0.000070	-0.000011	0.000017	0.750273
980.5	-0.000094	-0.000047	-0.000060	0.000023	0.748721
981.0	-0.000108	-0.000052	-0.000073	0.000032	0.747227
981.5	-0.000036	-0.000052	-0.000023	0.000031	0.745823
982.0	-0.000056	-0.000056	-0.000069	0.000044	0.744220
982.5	-0.000136	-0.000063	-0.000053	-0.000018	0.742667
983.0	-0.000091	-0.000072	-0.000045	0.000039	0.741267
983.5	-0.000068	-0.000025	-0.000046	0.000019	0.739608
984.0	-0.000067	-0.000066	-0.000050	0.000007	0.738031
984.5	-0.000117	-0.000027	-0.000037	0.000005	0.736411
985.0	-0.000077	-0.000093	-0.000036	0.000064	0.734823
985.5	-0.000076	-0.000054	-0.000030	0.000007	0.733343
986.0	-0.000118	-0.000053	-0.000043	0.000016	0.731920
986.5	-0.000069	-0.000088	-0.000069	0.000016	0.730199
987.0	-0.000048	-0.000023	-0.000047	0.000001	0.728582
987.5	-0.000059	-0.000059	-0.000038	0.000037	0.726758
988.0	-0.000065	-0.000003	-0.000038	0.000056	0.725230
988.5	-0.000055	-0.000027	-0.000058	-0.000014	0.723644
989.0	-0.000072	-0.000054	-0.000077	-0.000004	0.722044
989.5	-0.000084	-0.000070	-0.000040	0.000025	0.720436
990.0	-0.000113	-0.000016	-0.000031	0.000007	0.718550
990.5	-0.000051	-0.000078	-0.000062	0.000001	0.716792
991.0	-0.000037	-0.000047	-0.000073	0.000001	0.715079
991.5	-0.000087	-0.000024	-0.000054	0.000002	0.713500
992.0	-0.000048	-0.000034	-0.000026	0.000007	0.711801
992.5	-0.000055	-0.000064	-0.000060	0.000007	0.710011
993.0	-0.000092	-0.000016	-0.000040	-0.000003	0.708311
993.5	-0.000064	-0.000016	-0.000058	-0.000004	0.706523
994.0	-0.000052	-0.000087	-0.000042	0.000019	0.704895
994.5	-0.000081	-0.000059	-0.000041	-0.000009	0.702973
995.0	-0.000077	-0.000038	-0.000036	-0.000028	0.701278
995.5	-0.000065	-0.000044	-0.000047	0.000003	0.699631
996.0	-0.000047	-0.000079	-0.000066	0.000017	0.697823
996.5	-0.000084	-0.000038	-0.000034	-0.000034	0.695864
997.0	-0.000064	-0.000048	-0.000065	-0.000010	0.693991
997.5	-0.000079	-0.000066	-0.000036	-0.000007	0.692154
998.0	-0.000077	-0.000058	-0.000035	0.000007	0.690425
998.5	-0.000094	-0.000059	-0.000047	-0.000002	0.688563
999.0	-0.000063	-0.000078	-0.000044	0.000015	0.686772
999.5	-0.000057	-0.000059	-0.000038	-0.000036	0.684933
1000.0	-0.000076	-0.000076	-0.000060	-0.000029	0.682803
1000.5	-0.000114	-0.000023	-0.000065	-0.000029	0.680885
1001.0	-0.000057	-0.000053	-0.000044	0.000011	0.679088
1001.5	-0.000091	-0.000072	-0.000006	-0.000016	0.677276
1002.0	-0.000092	-0.000002	-0.000009	-0.000017	0.675398
1002.5	-0.000098	-0.000057	-0.000076	-0.000010	0.673479
1003.0	-0.000075	-0.000075	-0.000038	-0.000033	0.671470
1003.5	-0.000064	-0.000056	-0.000060	-0.000061	0.669362
1004.0	-0.000029	-0.000037	-0.000062	0.000023	0.667415
1004.5	-0.000079	-0.000032	-0.000038	0.000035	0.665602
1005.0	-0.000080	-0.000087	-0.000020	-0.000095	0.663697
1005.5	-0.000076	-0.000037	-0.000066	-0.000045	0.661634
1006.0	-0.000082	-0.000066	-0.000033	0.000005	0.659534
1006.5	-0.000056	-0.000076	-0.000013	-0.000034	0.657545
1007.0	-0.000105	-0.000051	-0.000037	-0.000046	0.655479
1007.5	-0.000058	0.000020	-0.000063	-0.000030	0.653555
1008.0	-0.000079	-0.000041	-0.000045	0.000001	0.651634
1008.5	-0.000058	-0.000052	-0.000017	-0.000052	0.649599
1009.0	-0.000069	-0.000059	-0.000040	-0.000028	0.647478
1009.5	-0.000100	-0.000011	-0.000060	-0.000051	0.645289
1010.0	-0.000074	-0.000084	-0.000036	-0.000042	0.643264
1010.5	-0.000103	-0.000057	-0.000072	-0.000025	0.641259
1011.0	-0.000046	-0.000028	-0.000064	-0.000004	0.639257
1011.5	-0.000102	-0.000074	-0.000002	-0.000042	0.637202
1012.0	-0.000098	-0.000071	0.000004	-0.000048	0.634981
1012.5	-0.000105	-0.000032	-0.000097	-0.000034	0.632817
1013.0	-0.000089	-0.000057	-0.000060	-0.000032	0.630641
1013.5	-0.000070	-0.000019	-0.000016	-0.000033	0.628549
1014.0	-0.000119	-0.000028	-0.000070	-0.000062	0.626649
1014.5	-0.000109	-0.000064	-0.000060	-0.000019	0.624376
1015.0	-0.000051	-0.000057	-0.000034	-0.000012	0.622272
1015.5	-0.000061	-0.000028	-0.000022	-0.000014	0.619881
1016.0	-0.000099	-0.000084	-0.000079	-0.000048	0.617722
1016.5	-0.000106	-0.000058	-0.000067	0.000022	0.615563
1017.0	-0.000087	-0.000061	-0.000022	-0.000056	0.613500
1017.5	-0.000089	-0.000052	-0.000038	-0.000049	0.611353
1018.0	-0.000059	-0.000068	-0.000053	-0.000021	0.609184
1018.5	-0.000076	-0.000028	-0.000040	-0.000055	0.606833
1019.0	-0.000103	-0.000033	-0.000086	-0.000061	0.604628
1019.5	-0.000084	-0.000074	-0.000032	-0.000051	0.602347
1020.0	-0.000067	-0.000047	-0.000065	-0.000050	0.600214
1020.5	-0.000107	-0.000064	-0.000016	-0.000037	0.598123
1021.0	-0.000092	-0.000061	-0.000011	-0.000039	0.595761
1021.5	-0.000074	-0.000065	-0.000058	-0.000076	0.593491
1022.0	-0.000076	-0.000033	-0.000074	-0.000018	0.591111
1022.5	-0.000092	-0.000030	-0.000035	-0.000055	0.588746
1023.0	-0.000089	-0.000055	-0.000047	-0.000027	0.586548
1023.5	-0.000080	-0.000031	-0.000029	-0.000047	0.584340
1024.0	-0.000097	-0.000072	-0.000019	-0.000059	0.582114
1024.5	-0.000082	-0.000062	-0.000080	-0.000045	0.579643
1025.0	-0.000051	-0.000051	-0.000040	-0.000027	0.577199
1025.5	-0.000086	-0.000047	-0.000097	-0.000040	0.574900
1026.0	-0.000083	-0.000079	-0.000042	-0.000088	0.572469
1026.5	-0.000104	-0.000043	-0.000038	-0.000066	0.570311
1027.0	-0.000084	-0.000041	-0.000059	-0.000064	0.567981
1027.5	-0.000101	-0.000048	-0.000054	-0.000027	0.565588
1028.0	-0.000045	-0.000079	-0.000009	-0.000044	0.563129
1028.5	-0.000054	-0.000057	-0.000096	-0.000065	0.560554
1029.0	-0.000084	-0.000025	-0.000058	-0.000029	0.558177
1029.5	-0.000127	-0.000105	-0.000011	-0.000061	0.555832
1030.0	-0.000053	-0.000062	-0.000055	-0.000064	0.553664
1030.5	0.000003	-0.000049	-0.000035	-0.000057	0.551237
1031.0	-0.000091	-0.000051	-0.000061	-0.000047	0.548599
1031.5	-0.000114	-0.000068	-0.000059	-0.000051	0.546021
1032.0	-0.000091	-0.000058	-0.000055	-0.000036	0.543571
1032.5	-0.000067	-0.000076	-0.000076	-0.000084	0.541240
1033.0	-0.000085	-0.000064	-0.000025	-0.000068	0.538905
1033.5	-0.000117	-0.000040	-0.000064	-0.000045	0.536544
1034.0	-0.000074	-0.000084	-0.000051	-0.000093	0.533957
1034.5	-0.000045	-0.000066	-0.000073	-0.000072	0.531304
1035.0	-0.000094	-0.000053	-0.000050	-0.000034	0.528756
1035.5	-0.000079	-0.000065	-0.000068	-0.000099	0.526332
1036.0	-0.000091	-0.000055	-0.000048	-0.000060	0.524050
1036.5	-0.000076	-0.000062	-0.000057	-0.000056	0.521479
1037.0	-0.000070	-0.000033	-0.000027	-0.000068	0.519035
1037.5	-0.000068	-0.000071	-0.000037	-0.000052	0.516465
1038.0	-0.000096	-0.000049	-0.000074	-0.000036	0.513744
1038.5	-0.000074	-0.000052	-0.000044	-0.000066	0.511188
1039.0	-0.000052	-0.000042	-0.000073	-0.000074	0.508735
1039.5	-0.000075	-0.000031	-0.000069	-0.000062	0.506368
1040.0	-0.000086	-0.000067	-0.000022	-0.000035	0.503783
1040.5	-0.000046	-0.000090	-0.000052	-0.000038	0.501211
1041.0	-0.000080	-0.000069	-0.000063	-0.000094	0.498451
1041.5	-0.000113	-0.000048	-0.000056	-0.000046	0.495769
1042.0	-0.000066	-0.000024	-0.000040	-0.000045	0.493339
1042.5	-0.000056	-0.000090	-0.000079	-0.000040	0.490963
1043.0	-0.000078	-0.000044	-0.000043	-0.000041	0.488366
1043.5	-0.000074	-0.000011	-0.000041	-0.000047	0.485595
1044.0	-0.000052	-0.000079	-0.000047	-0.000050	0.482956
1044.5	-0.000085	-0.000073	-0.000018	-0.000077	0.480291
1045.0	-0.000065	-0.000041	-0.000077	-0.000105	0.477666
1045.5	-0.000096	-0.000065	-0.000043	-0.000046	0.475222
1046.0	-0.000086	-0.000041	-0.000012	-0.000030	0.472743
1046.5	-0.000080	-0.000065	-0.000083	-0.000058	0.470032
1047.0	-0.000067	-0.000036	-0.000071	-0.000047	0.467327
1047.5	-0.000095	-0.000065	-0.000018	-0.000061	0.464545
1048.0	-0.000079	-0.000023	-0.000067	-0.000064	0.461951
1048.5	-0.000097	-0.000039	-0.000041	-0.000085	0.459347
1049.0	-0.000045	-0.000069	-0.000014	-0.000046	0.456841
1049.5	-0.000035	-0.000047	-0.000018	-0.000084	0.454361
1050.0	-0.000089	-0.000067	-0.000094	-0.000072	0.451625
1050.5	-0.000092	-0.000071	-0.000043	-0.000033	0.448693
1051.0	-0.000077	-0.000023	-0.000085	-0.000083	0.445940
1051.5	-0.000064	-0.000089	-0.000027	-0.000081	0.443458
1052.0	-0.000060	-0.000095	-0.000066	-0.000074	0.440843
1052.5	-0.000045	-0.000034	-0.000068	-0.000099	0.438186
1053.0	-0.000071	-0.000041	-0.000041	-0.000051	0.435527
1053.5	-0.000055	-0.000079	-0.000070	-0.000047	0.432622
1054.0	-0.000085	-0.000061	-0.000067	-0.000030	0.429946
1054.5	-0.000074	-0.000027	-0.000013	-0.000065	0.427247
1055.0	-0.000082	-0.000048	-0.000060	-0.000086	0.424780
1055.5	-0.000059	-0.000041	-0.000067	-0.000092	0.422213
1056.0	-0.000063	-0.000084	-0.000069	-0.000061	0.419495
1056.5	-0.000095	-0.000060	-0.000066	-0.000065	0.416773
1057.0	-0.000121	-0.000033	-0.000057	-0.000067	0.413876
1057.5	-0.000052	-0.000028	-0.000060	-0.000081	0.411200
1058.0	-0.000056	-0.000068	-0.000065	-0.000072	0.408666
1058.5	-0.000065	-0.000061	-0.000045	-0.000087	0.406218
1059.0	-0.000088	-0.000055	-0.000061	-0.000063	0.403525
1059.5	-0.000074	-0.000067	-0.000039	-0.000079	0.400660
1060.0	-0.000057	-0.000046	-0.000073	-0.000066	0.397951
1060.5	-0.000064	-0.000103	-0.000042	-0.000088	0.395191
1061.0	-0.000062	-0.000059	-0.000023	-0.000064	0.392563
1061.5	-0.000065	-0.000052	-0.000083	-0.000066	0.390108
1062.0	-0.000136	-0.000060	-0.000052	-0.000098	0.387499
1062.5	-0.000062	-0.000100	-0.000028	-0.000053	0.384674
1063.0	-0.000077	-0.000051	-0.000063	-0.000078	0.381828
1063.5	-0.000072	-0.000060	-0.000015	-0.000096	0.379080
1064.0	-0.000137	-0.000068	-0.000059	-0.000060	0.376521
1064.5	-0.000070	-0.000048	-0.000056	-0.000049	0.374030
1065.0	-0.000076	-0.000069	-0.000066	-0.000111	0.371344
1065.5	-0.000091	-0.000062	-0.000067	-0.000069	0.368671
1066.0	-0.000072	-0.000035	-0.000074	-0.000051	0.365885
1066.5	-0.000056	-0.000078	-0.000043	-0.000062	0.363095
1067.0	-0.000084	-0.000113	-0.000023	-0.000059	0.360419
1067.5	-0.000085	-0.000091	-0.000082	-0.000074	0.357872
1068.0	-0.000067	-0.000082	-0.000063	-0.000066	0.355430
1068.5	-0.000068	-0.000059	-0.000021	-0.000067	0.352771
1069.0	-0.000092	-0.000073	-0.000077	-0.000089	0.349994
1069.5	-0.000063	-0.000046	-0.000054	-0.000058	0.347315
1070.0	-0.000036	-0.000029	-0.000058	-0.000056	0.344538
1070.5	-0.000127	-0.000064	-0.000060	-0.000085	0.342028
1071.0	-0.000067	-0.000091	0.000017	-0.000103	0.339484
1071.5	-0.000058	-0.000054	-0.000043	-0.000089	0.336947
1072.0	-0.000106	-0.000031	-0.000071	-0.000065	0.334312
1072.5	-0.000103	-0.000033	-0.000069	-0.000088	0.331493
1073.0	-0.000073	-0.000062	-0.000071	-0.000082	0.328715
1073.5	-0.000069	-0.000061	-0.000051	-0.000079	0.326102
1074.0	-0.000074	-0.000041	-0.000047	-0.000062	0.323670
1074.5	-0.000077	-0.000043	-0.000030	-0.000066	0.321167
1075.0	-0.000095	-0.000034	-0.000049	-0.000050	0.318537
1075.5	-0.000076	-0.000027	-0.000040	-0.000086	0.315770
1076.0	-0.000071	-0.000073	-0.000039	-0.000094	0.312942
1076.5	-0.000095	-0.000060	-0.000013	-0.000059	0.310363
1077.0	-0.000079	-0.000065	-0.000102	-0.000083	0.307929
1077.5	-0.000062	-0.000074	-0.000105	-0.000051	0.305512
1078.0	-0.000084	-0.000041	-0.000022	-0.000085	0.302910
1078.5	-0.000086	-0.000055	-0.000035	-0.000070	0.300335
1079.0	-0.000124	-0.000044	-0.000083	-0.000076	0.297573
1079.5	-0.000078	-0.000078	-0.000053	-0.000107	0.294958
1080.0	-0.000066	-0.000090	-0.000003	-0.000095	0.292454
1080.5	-0.000057	-0.000053	-0.000063	-0.000084	0.290071
1081.0	-0.000087	-0.000067	-0.000097	-0.000082	0.287648
1081.5	-0.000096	-0.000056	-0.000053	-0.000108	0.285001
1082.0	-0.000054	-0.000057	-0.000032	-0.000060	0.282418
1082.5	-0.000064	-0.000049	-0.000081	-0.000086	0.279778
1083.0	-0.000085	-0.000043	-0.000082	-0.000113	0.277252
1083.5	-0.000071	-0.000040	-0.000040	-0.000080	0.274873
1084.0	-0.000074	-0.000044	-0.000058	-0.000063	0.272584
1084.5	-0.000074	-0.000072	-0.000043	-0.000086	0.270015
1085.0	-0.000090	-0.000026	-0.000051	-0.000092	0.267421
1085.5	-0.000052	-0.000049	-0.000066	-0.000068	0.264876
1086.0	-0.000079	-0.000082	-0.000087	-0.000072	0.262463
1086.5	-0.000101	-0.000079	-0.000082	-0.000090	0.260025
1087.0	-0.000041	-0.000039	-0.000079	-0.000108	0.257707
1087.5	-0.000067	-0.000045	-0.000025	-0.000060	0.255324
1088.0	-0.000089	-0.000069	-0.000063	-0.000070	0.252789
1088.5	-0.000087	-0.000057	-0.000108	-0.000066	0.250271
1089.0	-0.000086	-0.000064	-0.000043	-0.000103	0.247829
1089.5	-0.000072	-0.000097	-0.000059	-0.000096	0.245563
1090.0	-0.000041	-0.000058	-0.000054	-0.000062	0.243313
1090.5	-0.000081	-0.000054	-0.000080	-0.000041	0.240928
1091.0	-0.000060	-0.000057	-0.000073	-0.000075	0.238559
1091.5	-0.000071	-0.000064	-0.000037	-0.000107	0.236115
1092.0	-0.000061	-0.000062	-0.000063	-0.000036	0.233658
1092.5	-0.000067	-0.000073	-0.000036	-0.000053	0.231375
1093.0	-0.000088	-0.000064	-0.000037	-0.000125	0.229190
1093.5	-0.000062	-0.000077	-0.000015	-0.000079	0.226963
1094.0	-0.000100	-0.000071	-0.000042	-0.000059	0.224641
1094.5	-0.000067	-0.000046	-0.000069	-0.000079	0.222340
1095.0	-0.000091	-0.000029	-0.000066	-0.000089	0.219859
1095.5	-0.000056	-0.000029	-0.000037	-0.000081	0.217610
1096.0	-0.000069	-0.000036	-0.000009	-0.000068	0.215452
1096.5	-0.000106	-0.000114	-0.000060	-0.000053	0.213390
1097.0	-0.000115	-0.000059	-0.000068	-0.000079	0.211119
1097.5	-0.000071	-0.000038	-0.000035	-0.000088	0.208831
1098.0	-0.000058	-0.000077	-0.000073	-0.000061	0.206560
1098.5	-0.000096	-0.000035	-0.000059	-0.000096	0.204237
1099.0	-0.000087	-0.000056	-0.000064	-0.000064	0.202195
1099.5	-0.000064	-0.000059	-0.000017	-0.000083	0.200168
